,message,label
33487,I am trying to get the protection plan canceled on all of the phones connected to this account.,0
25194,How do I activate my new phone?,0
31492,Want to know if I have sprint complete protection ,0
25406,Hi! Can you help me get started with my new phone?,0
8411,"I want to cancel my device protection 
",0
23625,Hulu comes with my service how do I activate it,0
7054,I have a note 9 can't get out of safe mode,0
19428,Spam,0
34499,"People can't hear me on the phone call, I have terrible service and have had for two weeks now",0
7589,I need to activate my sim card on my other phone ,0
1996,Hi,0
21240,"How much do I owe on my phones
",0
35889,Help with a supposedly cancelled protection policy ,0
24293,Hi! Can you help me get started with my new phone?,0
27088,Whats happening with my ticket 6SSN29,0
14343,So four min,0
12607,Payment,0
33686,I want to remove complete care from line DIGIT_REDACTION,0
25914,Apps shut down by themselves and more then half of my phone calls fail immediately or drop randomly,0
39228,would like to cancel our sprint complete on three phones.,0
21131,Why is my bill so damn high? Also my service is turned off I just made a payment of 84. Some change my bill should not be more than 122$,0
37834,Checking status on upgrading a phone,0
4434,I need to cancel the protection plan for (DIGIT_REDACTION,0
24585,Hello. I need to know how to cancel my coverage. ,0
14171,Change phone number ,0
8626,",my phone is running slow when I want to reset it back to original condition will I have to reactivate the phone",0
5441,Good Morning. All my lines and children lines on their phones are not getting any internet connection ,0
8455,Why is my cell phone bill so high? It’s almost $400 a month just for cell phone services? What are my charges?,0
10956,I mailed my phone to apple for repairs. How can I check the Status of that repair? ,0
2438,Hi! Can you help me get started with my new phone?,0
20791,Hi! Can you help me get started with my new phone?,0
12359,Hello I was wondering if you can tell me how to access my unlimited storage that is part of the 15.00 per month Insurance?,0
14622,I would like to cancel the insurance on our phones as we've paid for it for years and have never used it so wish to save the monthly cost of said insurance,0
34096,How do I reset my service network?,0
41819,Phone keeps dropping calls ,0
24922,My phone was stolen ,0
6107,Please cancel the insurance. Please credit any months you can since I thought I cancelled this 3 months ago,0
31764,Hi! Can you help me get started with my new phone?,0
38487,Having trouble with my phone ,0
4405,What's my account number?,0
1945,hello,0
14245,My screen is black and white ,0
33571,How do I back up my phone?,0
23150,"Hey Tech Expert, I have a question:",0
403,Having problems with talking on phone,0
22853,How did I put my information from this phone to my new one,0
16386,Where can I take my cracked screen to get fixed,0
30766,You too! ,1
17165,"My device suddenly stopped charging
",0
4514,My phone not working ,0
21208,What is my Hotspot data usage so far,0
6076,I'd like to cancel sprint complete for the 2 lines I have it on.,0
8000,Thanks for waiting. Customer refused to pay NRD and become more aggravated cause he's claiming that on his previous claim there's no deductible fee for it,0
20541,When downloading docs where do I go to obtain downloads??,0
6276,I'm having the same problem with my phone as I did the last time I chatted,0
19116,How do I set up a payment arrangement?,0
27497,Live agent,0
4129,I am having internet issues. I have 4 bars in a 5G phone. ,0
30793,Hi I see on my last couple of bills insurance has been added to SSN9. I never requested or gave permission to you to add the insurance to. This device this has happened in the past and it is a real inconvenience  wondering why this keeps happening?,0
29939,Picture mail won’t go thru,0
12716,How do I cancel insurance and sprint complete on some of my devices. ,0
30048,Hey,0
28905,Transfer info from old phone. I can't gst into old phone though,0
26666,Phone claim,0
27994,Hi! Can you help me get started with my new phone?,0
38823,I need a refund,0
23855,question about sprint complete,1
29792,Am I still waiting? ,0
14317,My printer not working ,0
27194,"Hey there, I’m Tia! I apologize for you having to wait a while 
and I appreciate you for your patience while your chat was assigned to me.",0
32288,"Yes, I got what I needed. No need to check back with me. Thank you.",1
18367,"Hi there, I'm Brett! I'd be happy to help.",0
23504,Test,0
29085,I want to pay my wife's phone bill,0
27614,My son’s screen is broken. I just need to know how and where to get it replaced for $29. ,0
41158,I need to cancel insurance on both of my devices,0
10960,My signal is really low,0
17587,My internet is tooooo slow( one bar),0
18101,How do I activate my new phone?,0
34730,How do I activate my new phone?,0
8773,"Hi there, I'm Cody! How can I help out today?",0
34156,Problem with return,0
33871,please take insurance off my line 7356947,0
2225,Then open up then because you have poor service right now,0
18109,I need to remove the insurance off my Apple Watch ,0
7747,My dad is on my plan and he passed. How do I take care if that?,0
37229,Account numbet,0
17675,I was pleased with his help. ,1
14341,SSN4,0
6624,Hello,0
10161,Hello!  I have one additional insurance policy on one other phone on my account and I would like to cancel that one as well.  I'm aware of the rules and options and benefits.  Please cancel.,0
10530,I reset network settings and still cant connect  To ,0
6755,"I am starting to use my iPhone for zoom calls, how do I increase volume on iPhone? The Ringer volume on left side is only for ringer have iPhone 5SE thank you",0
5248,I dropped my phone the screen cracked and it doesn’t allow me to do anything.  I can see calls but can not pick them up ,0
24846,I'm having trouble with username and password ,0
3749,"Pay
",0
16778,I can't use my phone it's very slow and it keeps telling me that I have no network?,0
15950,Did a replacement phone ship to me?,0
36223,"Can someone help me
",0
41889,Hi. ,0
32473,Have a nice day! ,1
20370,I will like to cancel the protection plan,0
11648,I'd like to cancel my sprint complete coverage,0
5016,You need to call me,0
11414,Received replacement device and it mentioned that the device as been activated.,0
25396,How do I activate international calling?,0
40700,How to get ear piece to work.,0
37574,Do we have this on our plan?,0
8017,Hello,0
39742,"Data issues
",0
14828,I was talking to kelly,0
36911,"Thank You 
Problem solved ",0
37028,My screen will not auto rotate in some apps ,0
13956,"hi i would like to get help if someone can walk me through how i can transfer my back up i tried setting up a session but it was not successful , thank u",0
13211,"I just purchased a new device and declined Sprint Complete. After receiving recurrent harassing requests on the device to enroll in Sprint Complete, the device owner inadvertently enrolled. Please remove Sprint Complete from the device.",0
8704,I would like to cancel the Asurion Insurance that was added to my plan on July 4th. It's the insurance that covers electronics in my house,0
24039,The back camera will not flip on my granddaughters apple phone,0
4521,I need to cansol all this Google app. I think ive been hacked,0
33554,that would be it thank you,0
32521,Having issue hearing through my phone,0
8624,Great answered all my questions,1
31229,How do I know if my phone has a sims card,0
1130,what is my account code,0
34228,How to get my Mac fixed with a cracked screen ,0
15038,How do I get my phone repaired ,0
917,How do I transfer my apps to my new phone?,0
2819,Ive been trying to make mysprint account but i cant remember my security code.,0
24430,Cancel insurance on SSN9,0
9130,"Hello, I am reaching out to remove Sprint Complete from my account.",0
20115,I need help with my insurance ,0
32119,I have zero network connection ,0
17201,Why am I having a problem with —some people that call me as soon as I answer the phone it disconnects￼￼,0
